EQUNR;SERNR;MATNR;HERST;WERK;INBDT;BAUJJ;CHARGE;LVORM;EQKTX
LSGSA58M2BY027736;LSGSA58M2BY027736;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2CY262879;LSGSA58M2CY262879;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2DY155025;LSGSA58M2DY155025;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M9EY024006;LSGSA52M9EY024006;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MXDY046448;LSGSA52MXDY046448;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXDY046658;LSGSA52MXDY046658;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0CY263755;LSGSA58M0CY263755;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0CY263819;LSGSA58M0CY263819;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0DY179675;LSGSA58M0DY179675;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY101103;LSGSA58M1DY101103;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1EY053295;LSGSA58M1EY053295;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1EY054222;LSGSA58M1EY054222;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M8GY010858;LSGSA52M8GY010858;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M9CY200937;LSGSA52M9CY200937;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M9EY029349;LSGSA52M9EY029349;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9EY029528;LSGSA52M9EY029528;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9EY029920;LSGSA52M9EY029920;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M0BY027816;LSGSA58M0BY027816;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M0CY286002;LSGSA58M0CY286002;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0CY286534;LSGSA58M0CY286534;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0DY179873;LSGSA58M0DY179873;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0FY194392;LSGSA58M0FY194392;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M0FY197003;LSGSA58M0FY197003;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M1CY182344;LSGSA58M1CY182344;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1EY088872;LSGSA58M1EY088872;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M2CY285756;LSGSA58M2CY285756;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2CY287362;LSGSA58M2CY287362;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M9EY030405;LSGSA52M9EY030405;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9EY042792;LSGSA52M9EY042792;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MDY201641;LSGSA52MDY201641;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MGDY158339;LSGSA52MGDY158339;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MGEY09034;LSGSA52MGEY09034;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52MXFY173316;LSGSA52MXFY173316;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52MXFY175003;LSGSA52MXFY175003;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M0DY200889;LSGSA58M0DY200889;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0YC311433;LSGSA58M0YC311433;000000000000748927;;;00000000;2000;;;CHEVROLET SAIL
LSGSA58M10Y174956;LSGSA58M10Y174956;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M10Y202805;LSGSA58M10Y202805;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M1DY127314;LSGSA58M1DY127314;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1EY090413;LSGSA58M1EY090413;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M2BY118098;LSGSA58M2BY118098;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2BY143339;LSGSA58M2BY143339;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2CY287832;LSGSA58M2CY287832;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2CY287961;LSGSA58M2CY287961;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8GY023710;LSGSA52M8GY023710;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52MGGY021602;LSGSA52MGGY021602;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL vin malo¡¡¡¡
LSGSA52MIC4262977;LSGSA52MIC4262977;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MOBY051414;LSGSA52MOBY051414;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52MODY024832;LSGSA52MODY024832;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MODY159471;LSGSA52MODY159471;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MODY201881;LSGSA52MODY201881;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MSCY181626;LSGSA52MSCY181626;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXDY157422;LSGSA52MXDY157422;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXDY159798;LSGSA52MXDY159798;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXFY217461;LSGSA52MXFY217461;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M0BY156798;LSGSA58M0BY156798;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M0DY217697;LSGSA58M0DY217697;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY152570;LSGSA58M1DY152570;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY152844;LSGSA58M1DY152844;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2BY156365;LSGSA58M2BY156365;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M9CY286718;LSGSA52M9CY286718;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M9CY287562;LSGSA52M9CY287562;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M9CY288016;LSGSA52M9CY288016;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXBY010319;LSGSA52MXBY010319;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52MXDY17577;LSGSA52MXDY17577;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MXDY176052;LSGSA52MXDY176052;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXGY006116;LSGSA52MXGY006116;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA58M1CY232031;LSGSA58M1CY232031;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1CY232322;LSGSA58M1CY232322;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1DY154089;LSGSA58M1DY154089;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY154576;LSGSA58M1DY154576;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY154898;LSGSA58M1DY154898;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1EY125533;LSGSA58M1EY125533;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M2BY164692;LSGSA58M2BY164692;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2DY215790;LSGSA58M2DY215790;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2E7041513;LSGSA58M2E7041513;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M2EY003165;LSGSA58M2EY003165;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M8GY104206;LSGSA52M8GY104206;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M9EY124283;LSGSA52M9EY124283;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MXDY177458;LSGSA52MXDY177458;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXGY010277;LSGSA52MXGY010277;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA58M0DY037412;LSGSA58M0DY037412;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0EY039372;LSGSA58M0EY039372;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1DY155713;LSGSA58M1DY155713;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2BY166507;LSGSA58M2BY166507;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2EY022976;LSGSA58M2EY022976;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9EY155145;LSGSA52M9EY155145;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MXDY202262;LSGSA52MXDY202262;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0BY186013;LSGSA58M0BY186013;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M0DY060396;LSGSA58M0DY060396;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0EY040490;LSGSA58M0EY040490;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1CY264586;LSGSA58M1CY264586;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1CY285778;LSGSA58M1CY285778;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1EY225308;LSGSA58M1EY225308;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1EY233702;LSGSA58M1EY233702;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7DY024043;LSGSA58M7DY024043;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3BY029110;LSGSA58M3BY029110;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3BY053083;LSGSA58M3BY053083;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3DY180578;LSGSA58M3DY180578;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3FY198288;LSGSA58M3FY198288;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M4CY084961;LSGSA58M4CY084961;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M5DY203035;LSGSA58M5DY203035;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5DY217758;LSGSA58M5DY217758;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5GY000408;LSGSA58M5GY000408;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA58M60DY004740;LSGSA58M60DY004740;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M6DY127213;LSGSA58M6DY127213;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7BY164915;LSGSA58M7BY164915;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3BY085340;LSGSA58M3BY085340;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3DY203051;LSGSA58M3DY203051;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3FY215641;LSGSA58M3FY215641;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M4DY103024;LSGSA58M4DY103024;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4EY079535;LSGSA58M4EY079535;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M5BY156862;LSGSA58M5BY156862;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M5BY157235;LSGSA58M5BY157235;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M6DY151740;LSGSA58M6DY151740;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3BY1432841;LSGSA58M3BY1432841;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3EY003515;LSGSA58M3EY003515;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M3EY023571;LSGSA58M3EY023571;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M4B4165794;LSGSA58M4B4165794;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M4CY152156;LSGSA58M4CY152156;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M5BY168428;LSGSA58M5BY168428;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M7BY187238;LSGSA58M7BY187238;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2EY089304;LSGSA58M2EY089304;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M3DY036982;LSGSA58M3DY036982;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3EY023912;LSGSA58M3EY023912;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M3EY029368;LSGSA58M3EY029368;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M4BY001882;LSGSA58M4BY001882;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M4CY183276;LSGSA58M4CY183276;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4EY125767;LSGSA58M4EY125767;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M5DY037941;LSGSA58M5DY037941;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5DY045568;LSGSA58M5DY045568;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5DY045957;LSGSA58M5DY045957;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5EY039514;LSGSA58M5EY039514;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M6CY263629;LSGSA58M6CY263629;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M7BY187983;LSGSA58M7BY187983;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M7BYOO1097;LSGSA58M7BYOO1097;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3DY046413;LSGSA58M3DY046413;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4CY230855;LSGSA58M4CY230855;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4CY231780;LSGSA58M4CY231780;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4CY231925;LSGSA58M4CY231925;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4DY152935;LSGSA58M4DY152935;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5BY186914;LSGSA58M5BY186914;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M5BY187271;LSGSA58M5BY187271;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M6CY263727;LSGSA58M6CY263727;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6DY158116;LSGSA58M6DY158116;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2EY123418;LSGSA58M2EY123418;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M4CY263189;LSGSA58M4CY263189;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4DY154894;LSGSA58M4DY154894;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4DY160162;LSGSA58M4DY160162;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4EY225268;LSGSA58M4EY225268;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M5CY019440;LSGSA58M5CY019440;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M5EY053588;LSGSA58M5EY053588;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M6CY285677;LSGSA58M6CY285677;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6CY286215;LSGSA58M6CY286215;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6CY309637;LSGSA58M6CY309637;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6DY174578;LSGSA58M6DY174578;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7CY091725;LSGSA58M7CY091725;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3BY189181;LSGSA58M3BY189181;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3C9200617;LSGSA58M3C9200617;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3CY017377;LSGSA58M3CY017377;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3DY083204;LSGSA58M3DY083204;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3EY053184;LSGSA58M3EY053184;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M3EY053430;LSGSA58M3EY053430;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M4BY028998;LSGSA58M4BY028998;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M4EY236786;LSGSA58M4EY236786;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M5DY084337;LSGSA58M5DY084337;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M6BY117312;LSGSA58M6BY117312;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M6BY117603;LSGSA58M6BY117603;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M6CY311310;LSGSA58M6CY311310;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6CY311470;LSGSA58M6CY311470;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6CY312098;LSGSA58M6CY312098;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6CY617650;LSGSA58M6CY617650;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2EY237256;LSGSA58M2EY237256;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M3DY084269;LSGSA58M3DY084269;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3DY084448;LSGSA58M3DY084448;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3DY084451;LSGSA58M3DY084451;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4BY053318;LSGSA58M4BY053318;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M4CY287332;LSGSA58M4CY287332;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M5DY101251;LSGSA58M5DY101251;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M6BY143165;LSGSA58M6BY143165;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M6DY180168;LSGSA58M6DY180168;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M6FY197359;LSGSA58M6FY197359;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M7CY182882;LSGSA58M7CY182882;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4BY085539;LSGSA58M4BY085539;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M4DY178025;LSGSA58M4DY178025;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4DY178256;LSGSA58M4DY178256;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5CY149458;LSGSA58M5CY149458;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M5DY104425;LSGSA58M5DY104425;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2FY154959;LSGSA58M2FY154959;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M4BY142015;LSGSA58M4BY142015;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M4DY003702;LSGSA58M4DY003702;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4DY180511;LSGSA58M4DY180511;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4DY201504;LSGSA58M4DY201504;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5EY123493;LSGSA58M5EY123493;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M6BY166543;LSGSA58M6BY166543;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M6EY023130;LSGSA58M6EY023130;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7CY202080;LSGSA58M7CY202080;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M7CY230378;LSGSA58M7CY230378;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M7CY231028;LSGSA58M7CY231028;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M7CY231773;LSGSA58M7CY231773;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3CY182734;LSGSA58M3CY182734;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3DY127010;LSGSA58M3DY127010;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4DY023979;LSGSA58M4DY023979;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M6DY046423;LSGSA58M6DY046423;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M6DY046700;LSGSA58M6DY046700;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M6EY023418;LSGSA58M6EY023418;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M6EY023421;LSGSA58M6EY023421;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M6EY028621;LSGSA58M6EY028621;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M2FY175925;LSGSA58M2FY175925;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M2FY215355;LSGSA58M2FY215355;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M3CY200861;LSGSA58M3CY200861;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4DY029049;LSGSA58M4DY029049;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4EY003104;LSGSA58M4EY003104;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M4FY217639;LSGSA58M4FY217639;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M5CY233246;LSGSA58M5CY233246;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M5EY224856;LSGSA58M5EY224856;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7BY009605;LSGSA58M7BY009605;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M7CY263851;LSGSA58M7CY263851;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2GY000785;LSGSA58M2GY000785;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA58M2OY017290;LSGSA58M2OY017290;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M30Y264785;LSGSA58M30Y264785;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3BY000870;LSGSA58M3BY000870;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3CY201217;LSGSA58M3CY201217;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4DY037056;LSGSA58M4DY037056;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4EY030108;LSGSA58M4EY030108;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M5CY263444;LSGSA58M5CY263444;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M6EY039487;LSGSA58M6EY039487;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7CY264093;LSGSA58M7CY264093;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4EY039245;LSGSA58M4EY039245;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M5DY176368;LSGSA58M5DY176368;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M3CY263295;LSGSA58M3CY263295;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3EY237623;LSGSA58M3EY237623;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M3EY237962;LSGSA58M3EY237962;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M4BY188167;LSGSA58M4BY188167;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M4BY1881687;LSGSA58M4BY1881687;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5CY286920;LSGSA58M5CY286920;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M7BY086510;LSGSA58M7BY086510;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M7CY311350;LSGSA58M7CY311350;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M3BY027020;LSGSA58M3BY027020;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3BY028037;LSGSA58M3BY028037;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M3DY177194;LSGSA58M3DY177194;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M4CY043793;LSGSA58M4CY043793;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M4DY083955;LSGSA58M4DY083955;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5BY085291;LSGSA58M5BY085291;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M5BY117561;LSGSA58M5BY117561;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M5CY311251;LSGSA58M5CY311251;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M5DY180839;LSGSA58M5DY180839;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5DY202239;LSGSA58M5DY202239;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
