VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;SFAKN;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0096161996;000060;ZDML;20240103;C;X;;P;20240103;000000000000806839;0.00;0.00;0251;;;
0096162011;000070;ZDML;20240103;C;X;;P;20240103;VARIOS_LIVIANO;0.00;0.00;0027;;;
0096162011;000010;ZDML;20240103;C;X;;P;20240103;CS54;0.00;0.00;0082;;;
0096162011;000030;ZDML;20240103;C;X;;P;20240103;N450390_SL;0.00;0.00;0027;;;
0096162011;000020;ZDML;20240103;C;X;;P;20240103;000000000000999250;0.00;0.00;0083;;;
0096162011;000050;ZDML;20240103;C;X;;P;20240103;000000000000852710;0.00;0.00;0003;;;
0096162011;000040;ZDML;20240103;C;X;;P;20240103;000000000000203538;0.00;0.00;0024;;;
0096162011;000060;ZDML;20240103;C;X;;P;20240103;000000000000806839;0.00;0.00;0251;;;
0096162013;000010;ZSNB;20240103;C;X;;M;20240103;000000000001010232;12944.83;2459.52;0005;;;
0096162020;000030;ZDRP;20240103;C;X;;P;20240103;KMAGR2;0.00;0.00;0084;;;
0096162020;000020;ZDRP;20240103;C;X;;P;20240103;MV11;0.00;0.00;0055;;;
0096162020;000010;ZDRP;20240103;C;X;;P;20240103;ET01;0.00;0.00;0082;;;
0096162020;000040;ZDRP;20240103;C;X;;P;20240103;MOV0004;0.00;0.00;0055;;;
0096162051;000010;ZZAM;20240103;C;X;;M;20240103;000000000000839100;1041.66;0.00;0016;;;
0096162067;000040;ZSNB;20240103;C;X;;M;20240103;000000000000110825;1707.57;324.44;0005;;;
0096162088;000010;ZPP2;20240103;C;X;;M;20240103;000000000000004556;3768.11;715.94;0024;;;
0096162088;000020;ZPP2;20240103;C;X;;M;20240103;000000000000005108;8697.42;1652.51;0024;;;
0096162088;000030;ZPP2;20240103;C;X;;M;20240103;000000000000005109;4901.35;931.26;0024;;;
0096162088;000040;ZPP2;20240103;C;X;;M;20240103;000000000000005110;5038.71;957.35;0024;;;
0096162326;000010;ZSNB;20240103;C;X;;M;20240103;000000000000136271;83.36;15.84;0010;;;
0096162326;000040;ZSNB;20240103;C;X;;M;20240103;000000000000207949;16.86;3.20;0010;;;
0096162326;000090;ZSNB;20240103;C;X;;M;20240103;000000000000207949;16.86;3.20;0010;;;
0096162326;000070;ZSNB;20240103;C;X;;M;20240103;000000000000837738;364.43;69.24;0010;;;
0096162326;000020;ZSNB;20240103;C;X;;M;20240103;000000000000837739;454.65;86.38;0010;;;
0096162326;000060;ZSNB;20240103;C;X;;M;20240103;000000000000837739;454.65;86.38;0010;;;
0096162326;000030;ZSNB;20240103;C;X;;M;20240103;000000000000896006;488.81;92.87;0010;;;
0096162326;000080;ZSNB;20240103;C;X;;M;20240103;000000000000896006;488.81;92.89;0010;;;
0096162334;000010;ZSNB;20240103;C;X;;M;20240103;000000000000735982;854.73;162.40;0005;;;
0096162334;000020;ZSNB;20240103;C;X;;M;20240103;000000000000156431;222.55;42.28;0103;;;
0096162334;000030;ZSNB;20240103;C;X;;M;20240103;000000000000122824;45.41;8.63;0103;;;
0096162334;000040;ZSNB;20240103;C;X;;M;20240103;000000000000154643;177.46;33.72;0103;;;
0096162334;000060;ZSNB;20240103;C;X;;M;20240103;000000000000173196;438.71;83.35;0103;;;
0096162334;000050;ZSNB;20240103;C;X;;M;20240103;000000000000813887;227.62;43.25;0005;;;
0096162369;000030;ZDRP;20240103;C;X;;P;20240103;KMAGR2;0.00;0.00;0084;;;
0096162369;000020;ZDRP;20240103;C;X;;P;20240103;MV11;0.00;0.00;0055;;;
0096162369;000010;ZDRP;20240103;C;X;;P;20240103;ET01;0.00;0.00;0082;;;
0096162469;000010;ZAUT;20240103;C;X;;M;20240103;000000000001012680;528552.00;100424.88;0005;;;
0096162611;000010;ZNCA;20240103;C;X;;O;20240103;000000000000822227;6166440.00;1171623.60;0005;;;
0096162619;000010;ZZNB;20240103;C;X;;M;20240103;000000000000852190;62.43;0.00;0019;;;
0096162670;000010;ZSNB;20240103;C;X;;M;20240103;000000000000157478;165.36;31.42;0103;;;
0096162671;000060;ZDBE;20240103;C;X;;P;20240103;N450390_SL;151.26;28.74;0027;;;
0096162671;000070;ZDBE;20240103;C;X;;P;20240103;000000000000803884;45.00;8.55;0083;;;
0096162671;000080;ZDBE;20240103;C;X;;P;20240103;000000000000999250;22.66;4.31;0083;;;
0096162671;000040;ZDBE;20240103;C;X;;P;20240103;000000000000911136;116.63;22.16;0003;;;
0096162671;000050;ZDBE;20240103;C;X;;P;20240103;000000000000816918;446.88;84.91;0083;;;
0096162671;000100;ZDBE;20240103;C;X;;P;20240103;CS51;767.55;145.83;0082;;;
0096162671;000020;ZDBE;20240103;C;X;;P;20240103;000000000000913309;265.79;50.50;0003;;;
0096162671;000030;ZDBE;20240103;C;X;;P;20240103;000000000000911128;239.76;45.55;0003;;;
0096162671;000090;ZDBE;20240103;C;X;;P;20240103;000000000000897419;551.84;104.85;0083;;;
0096162671;000010;ZDBE;20240103;C;X;;P;20240103;000000000000884389;706.14;134.17;0083;;;
0096162672;000010;ZSNB;20240103;C;X;;M;20240103;000000000000782211;139.32;26.47;0103;;;
0096162672;000030;ZSNB;20240103;C;X;;M;20240103;000000000000782771;1973.83;375.03;0103;;;
0096162756;000010;ZSNB;20240104;C;X;;M;20240104;000000000000100397;68905.44;13092.03;0016;;;
0096162761;000030;ZDML;20240104;C;X;;P;20240104;N450390_SL;151.26;28.74;0027;;;
0096162761;000010;ZDML;20240104;C;X;;P;20240104;SERV.EXTERNO;144.00;27.36;0086;;;
0096162761;000050;ZDML;20240104;C;X;;P;20240104;000000000000871454;55.44;10.53;0119;;;
0096162761;000060;ZDML;20240104;C;X;;P;20240104;000000000000870016;377.85;71.79;0119;;;
0096162761;000040;ZDML;20240104;C;X;;P;20240104;000000000000874008;1078.13;204.84;0083;;;
0096162761;000020;ZDML;20240104;C;X;;P;20240104;CS54;1250.01;237.51;0082;;;
0096162811;000010;ZSNB;20240104;C;X;;M;20240104;000000000000005883;4784.82;909.12;;;;
0096162811;000030;ZSNB;20240104;C;X;;M;20240104;000000000000171739;0.00;0.00;0103;;;
0096162811;000100;ZSNB;20240104;C;X;;M;20240104;000000000000162956;0.00;0.00;0103;;;
0096162811;000060;ZSNB;20240104;C;X;;M;20240104;000000000000728202;0.00;0.00;0103;;;
0096162811;000040;ZSNB;20240104;C;X;;M;20240104;000000000000752762;0.00;0.00;0103;;;
0096162811;000070;ZSNB;20240104;C;X;;M;20240104;000000000000730424;0.00;0.00;0103;;;
0096162811;000080;ZSNB;20240104;C;X;;M;20240104;000000000000155509;0.00;0.00;0103;;;
0096162811;000090;ZSNB;20240104;C;X;;M;20240104;000000000000162940;0.00;0.00;0103;;;
0096162811;000110;ZSNB;20240104;C;X;;M;20240104;000000000000767934;0.00;0.00;0103;;;
0096162811;000020;ZSNB;20240104;C;X;;M;20240104;000000000000155441;0.00;0.00;0103;;;
0096162811;000050;ZSNB;20240104;C;X;;M;20240104;000000000000730438;0.00;0.00;0103;;;
0096162813;000010;ZSNB;20240104;C;X;;M;20240104;000000000000005881;4703.13;893.59;;;;
0096162813;000110;ZSNB;20240104;C;X;;M;20240104;000000000000175445;608.03;115.53;0103;;;
0096162813;000030;ZSNB;20240104;C;X;;M;20240104;000000000000171739;0.00;0.00;0103;;;
0096162813;000100;ZSNB;20240104;C;X;;M;20240104;000000000000162956;0.00;0.00;0103;;;
0096162813;000060;ZSNB;20240104;C;X;;M;20240104;000000000000728202;0.00;0.00;0103;;;
0096162813;000040;ZSNB;20240104;C;X;;M;20240104;000000000000752762;0.00;0.00;0103;;;
