MATNR;MATKL;SPART;MFRNR;MFRPN;MEINS;LVORM;MAKTX;WERKS
000000000000194872;0103;R0;0000100157;07LCA95959I;ST;;JGO. CUCHILLAS DE CORTE (VER NOTA);1CD0
000000000000754576;0103;R0;0000100157;07T444876I;ST;;LAINA DE AJUSTE PASADOR TK: 1,57MM;1CD0
000000000000778742;0103;R0;0000100157;07TY25876BI;ST;;BATERIA WET 12V BCI 51 500CCA 45AH;1CD0
000000000000782217;0103;R0;0000100157;07DQ06113I;ST;;KIT SELLOS CILINDRO HID.;1CD0
000000000000786811;0103;R0;0000100157;07DQ06115I;ST;;KIT SELLOS CILINDRO HID.;1CD0
000000000000836553;0103;R0;0000100157;07T455190I;ST;;LAINA AJUSTE BALDE TK: 3,21MM;1CD0
000000000000921572;0103;R0;0000100157;07TY27806BI;ST;;BATERIA WET 12V BCI 51 425CCA 40AH;1CD0
000000000000967025;0103;R0;0000100157;07UC42067I;ST;;PERILLA FRENO PARQUEO NARANJA;1CD0
000000000000967026;0103;R0;0000100157;07UC21882I;ST;;ADAPTADOR PERILLA FRENO PARQUEO NEGRO;1CD0
000000000001068952;0103;R0;0000100157;07RE591839I;ST;;ESTANQUE COMB.;1CD0
000000000001068953;0103;R0;0000100157;07ER260906I;ST;;PASADOR;1CD0
000000000001068954;0103;R0;0000100157;07ER260905I;ST;;PASADOR;1CD0
000000000001068955;0103;R0;0000100157;07UC17745I;ST;;SOPORTE;1CD0
000000000001068957;0103;R0;0000100157;07AXE27970I;ST;;SENSOR DE PRESION;1CD0
000000000001068958;0103;R0;0000100157;07L208108I;ST;;JUNTA;1CD0
000000000001068959;0103;R0;0000100157;07AL202209I;ST;;CONO DE COJINETE;1CD0
000000000001068960;0103;R0;0000100157;07L202506I;ST;;PISTA DE RODAMIENTO;1CD0
000000000001068991;0103;R0;0000100157;07R282502I;ST;;PISTA DE RODAMIENTO;1CD0
000000000001068992;0103;R0;0000100157;07L202507I;ST;;RODAMIENTO;1CD0
000000000001068993;0103;R0;0000100157;07RE282493I;ST;;CONO DE COJINETE;1CD0
000000000001068994;0103;R0;0000100157;07L174442I;ST;;PISTA DE RODAMIENTO;1CD0
000000000001068995;0103;R0;0000100157;07AL178946I;ST;;CONO DE COJINETE;1CD0
000000000001068996;0103;R0;0000100157;07L214191I;ST;;ANILLO 55 X 2.14;1CD0
000000000001068997;0103;R0;0000100157;07L214192I;ST;;ANILLO 55 X 2.22;1CD0
000000000001068998;0103;R0;0000100157;07L214193I;ST;;ANILLO 55 X 2.30;1CD0
000000000001068999;0103;R0;0000100157;07L214194I;ST;;ANILLO 55 X 2.38;1CD0
000000000001069000;0103;R0;0000100157;07L214195I;ST;;ANILLO;1CD0
000000000001069001;0103;R0;0000100157;07L214196I;ST;;ANILLO;1CD0
000000000001069002;0103;R0;0000100157;07L214197I;ST;;ANILLO;1CD0
000000000001069003;0103;R0;0000100157;07L214198I;ST;;ANILLO;1CD0
000000000001069004;0103;R0;0000100157;07L214199I;ST;;ANILLO;1CD0
000000000001069005;0103;R0;0000100157;07L213765I;ST;;ENGRANAJE;1CD0
000000000001069006;0103;R0;0000100157;07L174122I;ST;;ANILLO;1CD0
000000000001069007;0103;R0;0000100157;07L210000I;ST;;ANILLO;1CD0
000000000001069008;0103;R0;0000100157;07L209148I;ST;;RETENEDOR;1CD0
000000000001069009;0103;R0;0000100157;07AL208241I;ST;;DISCO EMBRAGUE;1CD0
000000000001069010;0103;R0;0000100157;07AL209771I;ST;;PISTON;1CD0
000000000001069011;0103;R0;0000100157;0740M7262I;ST;;ANILLO ELASTICO;1CD0
000000000001069012;0103;R0;0000100157;07AL221169I;ST;;RODAMIENTO DE BOLAS;1CD0
000000000001069013;0103;R0;0000100157;07L217990I;ST;;SNAP RING;1CD0
000000000001069014;0103;R0;0000100157;07L208106I;ST;;RODAMIENTO DE AGUJAS;1CD0
000000000001069015;0103;R0;0000100157;07L208385I;ST;;ARANDELA;1CD0
000000000001069016;0103;R0;0000100157;07L174451I;ST;;PISTA DE RODAMIENTO;1CD0
000000000001069017;0103;R0;0000100157;07AL178951I;ST;;CONO DE COJINETE;1CD0
000000000001069018;0103;R0;0000100157;07L210978I;ST;;JUNTA;1CD0
000000000001069019;0103;R0;0000100157;07L206813I;ST;;ANILLO ELASTICO;1CD0
000000000001069020;0103;R0;0000100157;07L212067I;ST;;ANILLO ELASTICO;1CD0
000000000001069021;0103;R0;0000100157;07L210949I;ST;;JUNTA;1CD0
000000000001069022;0103;R0;0000100157;07L212721I;ST;;MUELLE;1CD0
000000000001069023;0103;R0;0000100157;07L174194I;ST;;MUELLE;1CD0
000000000001069024;0103;R0;0000100157;07L216562I;ST;;CORREDERA;1CD0
000000000001069025;0103;R0;0000100157;07AL225223I;ST;;ENGRANAJE;1CD0
000000000001069026;0103;R0;0000100157;07L226532I;ST;;MANGUERA;1CD0
000000000001069027;0103;R0;0000100157;07L203599I;ST;;MANGUERA;1CD0
000000000001069083;0103;R0;0000100157;07T455197I;ST;;LAINA AJUSTE BALDE TK: 1,00MM;1CD0
000000000001069093;0103;R0;0000100157;07AH160049I;ST;;CUBO;1CD0
000000000001069096;0103;R0;0000100157;07SJ11478I;ST;;PROTECCION ANTITERMICA;1CD0
000000000001069121;0103;R0;0000100157;07SJ23623I;ST;;TIRA;1CD0
000000000001069122;0103;R0;0000100157;07RE73557I;ST;;PEDAL ACELERADOR;1CD0
000000000001069123;0103;R0;0000100157;07SJ46439I;ST;;TAPADERA;1CD0
000000000001069124;0103;R0;0000100157;07R218667I;ST;;RESORTE COMPRESION;1CD0
000000000001069125;0103;R0;0000100157;07SU22117I;ST;;PALANCA DE CAMBIO;1CD0
000000000001069180;0103;R0;0000100005;07T234899I;ST;;VALVULA CHECK;1CD0
000000000001069182;0103;R0;0000100157;07RM100030I;ST;;RE ECU UNIDAD DE CONTROL;1CD0
000000000001069183;0103;R0;0000100157;07AZ44348I;ST;;APOYO;1CD0
000000000001069201;0103;R0;0000100157;07R540898I;ST;;TUBO VARILLA NIVEL DE ACEITE MOTOR;1CD0
000000000001069202;0103;R0;0000100157;07T404459I;ST;;SOPORTE SUJECIÓN BATERÍAS;1CD0
000000000001069203;0103;R0;0000100157;07AT494737I;ST;;VENTANA LADO IZQUIERDO CABINA;1CD0
000000000001000248;0005;R0;0000100005;;ST;;ELIMINAR;1CD0
000000000001047959;0005;R0;0000100005;07AT414981HN;ST;;MANGUERA HIDRAULICA;1CD0
000000000000845415;0103;R0;0000100157;07L174118I;ST;;TORNILLO;1CD0
000000000000845427;0103;R0;0000100157;07SU29991I;ST;;TORNILLO;1CD0
000000000000845432;0103;R0;0000100157;0737M7357I;ST;;TORNILLO;1CD0
000000000000845475;0103;R0;0000100157;0719M9820I;ST;;TORNILLO;1CD0
000000000000845513;0103;R0;0000100157;0703M7431I;ST;;TORNILLO;1CD0
000000000000845520;0103;R0;0000100157;07WZ2002306I;ST;;TORNILLO;1CD0
000000000000845546;0103;R0;0000100157;0721H1348I;ST;;TORNILLO;1CD0
000000000000846347;0103;R0;0000100157;07MIU11338I;ST;;TORNILLO;1CD0
000000000000846507;0103;R0;0000100157;07L114120I;ST;;TORNILLO;1CD0
000000000000846514;0103;R0;0000100157;07L223621I;ST;;TORNILLO;1CD0
000000000000846517;0103;R0;0000100157;07L111385I;ST;;TORNILLO;1CD0
000000000000843628;0103;R0;0000100157;07M66314I;ST;;TORNILLO;1CD0
000000000000844403;0103;R0;0000100157;07R170746I;ST;;TORNILLO;1CD0
000000000000844535;0103;R0;0000100157;07WZ2002206I;ST;;TORNILLO;1CD0
000000000000844596;0103;R0;0000100157;0737H133I;ST;;TORNILLO;1CD0
000000000000844621;0103;R0;0000100157;07F681472I;ST;;TORNILLO;1CD0
000000000000844697;0103;R0;0000100157;07E68147I;ST;;TORNILLO;1CD0
000000000000844787;0103;R0;0000100157;07R271611I;ST;;TORNILLO;1CD0
000000000000848098;0103;R0;0000100157;07L157635I;ST;;TORNILLO;1CD0
000000000000849245;0103;R0;0000100157;07M168827I;ST;;TORNILLO;1CD0
000000000000849255;0103;R0;0000100157;0721H1301I;ST;;TORNILLO;1CD0
000000000000847075;0103;R0;0000100157;07R95203I;ST;;TORNILLO;1CD0
000000000000847190;0103;R0;0000100157;07L155448I;ST;;TORNILLO;1CD0
000000000000847193;0103;R0;0000100157;07N278751I;ST;;TORNILLO;1CD0
000000000000848431;0103;R0;0000100157;0737M7199I;ST;;TORNILLO;1CD0
000000000000847245;0103;R0;0000100157;0737M7219I;ST;;TORNILLO;1CD0
000000000000848470;0103;R0;0000100157;07M809394I;ST;;TORNILLO;1CD0
000000000000847358;0103;R0;0000100157;07SU32409I;ST;;TORNILLO;1CD0
000000000000847394;0103;R0;0000100157;07N314857I;ST;;TORNILLO;1CD0
000000000000848656;0103;R0;0000100157;0719M7375I;ST;;TORNILLO;1CD0
000000000000849645;0103;R0;0000100157;0719M9115I;ST;;TORNILLO;1CD0
000000000000849647;0103;R0;0000100157;0719M9065I;ST;;TORNILLO;1CD0
000000000000849672;0005;R0;0000100005;0719M7188I;ST;;TORNILLO;1CD0
000000000000848843;0103;R0;0000100157;07R113950I;ST;;TORNILLO;1CD0
000000000000847789;0103;R0;0000100157;07R162903I;ST;;TORNILLO;1CD0
000000000000846850;0103;R0;0000100157;07M163332I;ST;;TORNILLO;1CD0
000000000000849109;0103;R0;0000100157;07AN132258I;ST;;TORNILLO;1CD0
000000000000851751;0103;R0;0000100157;0719H3579I;ST;;TORNILLO;1CD0
000000000000850524;0103;R0;0000100157;07R248720I;ST;;TORNILLO;1CD0
000000000000851843;0103;R0;0000100157;07M153303I;ST;;TORNILLO;1CD0
000000000000853263;0103;R0;0000100157;07R93324I;ST;;TORNILLO;1CD0
000000000000853276;0103;R0;0000100157;07R112772I;ST;;TORNILLO;1CD0
000000000000853311;0103;R0;0000100157;07R96839I;ST;;TORNILLO;1CD0
000000000000853377;0103;R0;0000100157;07M158080I;ST;;TORNILLO;1CD0
000000000000854046;0103;R0;0000100157;0719M7665I;ST;;TORNILLO;1CD0
000000000000853524;0103;R0;0000100157;0719M9792I;ST;;TORNILLO;1CD0
000000000000854145;0103;R0;0000100157;07R53508I;ST;;TORNILLO;1CD0
000000000000854148;0103;R0;0000100157;0737M7109I;ST;;TORNILLO;1CD0
000000000000849797;0103;R0;0000100157;07LVU800370I;ST;;TORNILLO;1CD0
000000000000849853;0103;R0;0000100157;07MIU12152I;ST;;TORNILLO;1CD0
000000000000849854;0103;R0;0000100157;07MIU14272I;ST;;TORNILLO;1CD0
000000000000849856;0103;R0;0000100157;07MIU14243I;ST;;TORNILLO;1CD0
000000000000851895;0103;R0;0000100157;07M807023I;ST;;TORNILLO;1CD0
000000000000851896;0103;R0;0000100157;07M807022I;ST;;TORNILLO;1CD0
000000000000851909;0103;R0;0000100157;0719M9155I;ST;;TORNILLO;1CD0
000000000000852017;0103;R0;0000100157;07A89096I;ST;;TORNILLO;1CD0
000000000000852018;0103;R0;0000100157;07A54363I;ST;;TORNILLO;1CD0
000000000000850054;0103;R0;0000100157;074658095I;ST;;TORNILLO;1CD0
000000000000851369;0103;R0;0000100157;0719M9364I;ST;;TORNILLO;1CD0
000000000000851370;0103;R0;0000100157;07R42465I;ST;;TORNILLO;1CD0
000000000000851444;0103;R0;0000100157;07R216328I;ST;;TORNILLO;1CD0
000000000000852179;0103;R0;0000100157;07F1003516H8I;ST;;TORNILLO;1CD0
000000000000850143;0103;R0;0000100157;0719M7396I;ST;;TORNILLO;1CD0
000000000000851490;0103;R0;0000100157;0737M7376I;ST;;TORNILLO;1CD0
000000000000851525;0103;R0;0000100157;0719M2875I;ST;;TORNILLO;1CD0
000000000000851531;0103;R0;0000100157;07R127481I;ST;;TORNILLO;1CD0
000000000000851553;0103;R0;0000100157;0719H3472I;ST;;TORNILLO;1CD0
000000000000851555;0103;R0;0000100157;07ER049589I;ST;;TORNILLO;1CD0
000000000000856113;0005;R0;0000100005;07L79377I;ST;;TORNILLO;1CD0
000000000000856852;0103;R0;0000100157;07L36227I;ST;;TORNILLO;1CD0
000000000000856873;0103;R0;0000100157;07A51001I;ST;;TORNILLO;1CD0
000000000000857109;0103;R0;0000100157;07M159825I;ST;;TORNILLO;1CD0
000000000000857229;0103;R0;0000100157;07ET17781I;ST;;TORNILLO;1CD0
000000000000857517;0103;R0;0000100157;07E14727I;ST;;TORNILLO;1CD0
000000000000857566;0103;R0;0000100157;0719M9139I;ST;;TORNILLO;1CD0
000000000000857571;0103;R0;0000100157;07E52084I;ST;;TORNILLO;1CD0
000000000000857581;0103;R0;0000100157;0703H2073I;ST;;TORNILLO;1CD0
000000000000857677;0103;R0;0000100157;07PF11658I;ST;;TORNILLO;1CD0
000000000000857724;0103;R0;0000100157;0719H3296I;ST;;TORNILLO;1CD0
000000000000858113;0103;R0;0000100157;07T350861I;ST;;TORNILLO;1CD0
000000000000858177;0103;R0;0000100157;07T59402I;ST;;TORNILLO;1CD0
000000000000855643;0103;R0;0000100157;07T11140I;ST;;TORNILLO;1CD0
000000000000855644;0103;R0;0000100157;07T11141I;ST;;TORNILLO;1CD0
000000000000855178;0103;R0;0000100157;07L166298I;ST;;TORNILLO;1CD0
000000000000856521;0103;R0;0000100157;07FH305184I;ST;;TORNILLO;1CD0
000000000000859833;0103;R0;0000100157;0719M10019I;ST;;TORNILLO;1CD0
000000000000861227;0103;R0;0000100157;07Z47791I;ST;;TORNILLO;1CD0
000000000000861275;0103;R0;0000100157;0703M7200I;ST;;TORNILLO;1CD0
000000000000861328;0103;R0;0000100157;07Z55241I;ST;;TORNILLO;1CD0
000000000000862136;0103;R0;0000100157;0737H26I;ST;;TORNILLO;1CD0
000000000000862249;0103;R0;0000100157;07L203402I;ST;;TORNILLO;1CD0
000000000000859236;0103;R0;0000100157;07M810287I;ST;;TORNILLO;1CD0
000000000000859367;0103;R0;0000100157;07LG95160I;ST;;TORNILLO;1CD0
000000000000859467;0103;R0;0000100157;07N275650I;ST;;TORNILLO;1CD0
000000000000859554;0103;R0;0000100157;0719H3766I;ST;;TORNILLO;1CD0
000000000000858806;0103;R0;0000100157;07F058741I;ST;;TORNILLO;1CD0
000000000000859727;0103;R0;0000100157;07H123995I;ST;;TORNILLO;1CD0
000000000000859012;0103;R0;0000100157;07Z60035I;ST;;TORNILLO;1CD0
000000000000864359;0103;R0;0000100157;07L116459I;ST;;TORNILLO;1CD0
000000000000863245;0103;R0;0000100157;0737M7467I;ST;;TORNILLO;1CD0
000000000000863250;0103;R0;0000100157;0719M7248I;ST;;TORNILLO;1CD0
000000000000863379;0103;R0;0000100157;07R219318I;ST;;TORNILLO;1CD0
000000000000871981;0103;R0;0000100157;07T359890I;ST;;TORNILLO;1CD0
000000000000872707;0103;R0;0000100157;0719M8538I;ST;;TORNILLO;1CD0
000000000000874099;0103;R0;0000100157;07CQ39529I;ST;;TORNILLO;1CD0
000000000000874100;0103;R0;0000100157;07CQ39223I;ST;;TORNILLO;1CD0
000000000000874273;0103;R0;0000100157;0703M7258I;ST;;TORNILLO;1CD0
000000000000874275;0103;R0;0000100157;0703M7245I;ST;;TORNILLO;1CD0
000000000000874277;0103;R0;0000100157;0703M7381I;ST;;TORNILLO;1CD0
000000000000874278;0103;R0;0000100157;07AM127890I;ST;;TORNILLO;1CD0
000000000000874733;0103;R0;0000100157;07L154687I;ST;;TORNILLO;1CD0
000000000000875023;0103;R0;0000100157;0721M7446I;ST;;TORNILLO;1CD0
000000000000872091;0103;R0;0000100157;07L203490I;ST;;TORNILLO;1CD0
000000000000872720;0103;R0;0000100157;07TT101211I;ST;;TORNILLO;1CD0
000000000000872778;0103;R0;0000100157;07R253764I;ST;;TORNILLO;1CD0
000000000000871476;0103;R0;0000100157;0703H1492I;ST;;TORNILLO;1CD0
000000000000878122;0103;R0;0000100157;07M159542I;ST;;TORNILLO;1CD0
000000000000878277;0103;R0;0000100157;0737M7432I;ST;;TORNILLO;1CD0
000000000000878782;0103;R0;0000100157;07N302115I;ST;;TORNILLO;1CD0
000000000000877512;0103;R0;0000100157;07A46615I;ST;;TORNILLO;1CD0
000000000000875541;0103;R0;0000100157;07J921850I;ST;;TORNILLO;1CD0
000000000000877776;0005;R0;0000100005;07GX22889I;ST;;TORNILLO;1CD0
000000000000875821;0103;R0;0000100157;07DQ46828I;ST;;TORNILLO;1CD0
000000000000876640;0103;R0;0000100157;0737M7352I;ST;;TORNILLO;1CD0
000000000000882780;0103;R0;0000100157;07R31505I;ST;;TORNILLO;1CD0
000000000000883076;0103;R0;0000100157;07ER020604I;ST;;TORNILLO;1CD0
000000000000883077;0103;R0;0000100157;07ER020659I;ST;;TORNILLO;1CD0
000000000000883014;0103;R0;0000100157;07ER205649I;ST;;TORNILLO;1CD0
000000000000886754;0103;R0;0000100157;0719M10061I;ST;;TORNILLO;1CD0
000000000000886758;0103;R0;0000100157;0719M9877I;ST;;TORNILLO;1CD0
000000000000886544;0103;R0;0000100157;0722H1077I;ST;;TORNILLO;1CD0
000000000000887223;0103;R0;0000100157;0703H2060I;ST;;TORNILLO;1CD0
000000000000888235;0103;R0;0000100157;07R272325I;ST;;TORNILLO;1CD0
000000000000888339;0103;R0;0000100157;07L41419I;ST;;TORNILLO;1CD0
000000000000885082;0103;R0;0000100157;07R27171I;ST;;TORNILLO;1CD0
000000000000885088;0103;R0;0000100157;07ER048749I;ST;;TORNILLO;1CD0
000000000000885095;0103;R0;0000100157;07ER341424I;ST;;TORNILLO;1CD0
000000000000883873;0103;R0;0000100157;07MIU12142I;ST;;TORNILLO;1CD0
000000000000885335;0103;R0;0000100157;07L157625I;ST;;TORNILLO;1CD0
000000000000884022;0103;R0;0000100157;07LG690664I;ST;;TORNILLO;1CD0
000000000000889147;0103;R0;0000100157;07R81456I;ST;;TORNILLO;1CD0
000000000000891218;0103;R0;0000100157;07M170749I;ST;;TORNILLO;1CD0
000000000000891636;0103;R0;0000100157;07MIU11036I;ST;;TORNILLO;1CD0
000000000000892701;0103;R0;0000100157;07M120173I;ST;;TORNILLO;1CD0
000000000000888480;0103;R0;0000100157;07R113878I;ST;;TORNILLO;1CD0
000000000000888571;0103;R0;0000100157;07R126673I;ST;;TORNILLO;1CD0
000000000000890957;0103;R0;0000100157;07YZ90863I;ST;;TORNILLO;1CD0
000000000000889088;0103;R0;0000100157;07R128728I;ST;;TORNILLO;1CD0
000000000000895693;0103;R0;0000100157;07SU289671I;ST;;TORNILLO;1CD0
000000000000893709;0103;R0;0000100157;078944492460I;ST;;TORNILLO;1CD0
000000000000894449;0103;R0;0000100157;0719H3072I;ST;;TORNILLO;1CD0
000000000000896650;0103;R0;0000100157;07M150480I;ST;;TORNILLO;1CD0
000000000000896776;0103;R0;0000100157;07R28055I;ST;;TORNILLO;1CD0
000000000000894471;0103;R0;0000100157;0737M7215I;ST;;TORNILLO;1CD0
000000000000894746;0103;R0;0000100157;0719M9713I;ST;;TORNILLO;1CD0
000000000000894749;0103;R0;0000100157;0719M9878I;ST;;TORNILLO;1CD0
000000000000894123;0103;R0;0000100157;07M158262I;ST;;TORNILLO;1CD0
000000000000894794;0103;R0;0000100157;07T354821I;ST;;TORNILLO;1CD0
000000000000894216;0103;R0;0000100157;07M158953I;ST;;TORNILLO;1CD0
000000000000895007;0103;R0;0000100157;0719H1978I;ST;;TORNILLO;1CD0
000000000000893526;0103;R0;0000100157;07R306907I;ST;;TORNILLO;1CD0
